gene	p	beta	se	cmafTotal	cmafUsed	nsnpsTotal	nsnpsUsed	nmiss
OR2T4	0.00189226827810216	3.02378509288612	0.973329807140723	0.0172413793103448	0.0172413793103448	6	6	0
MAEL	0.0019044169650856	2.78291997186827	0.896343491097633	0.0129310344827586	0.0129310344827586	4	4	0
PIWIL4	0.00190441696508561	2.78291997186827	0.896343491097633	0.0129310344827586	0.0129310344827586	6	6	0
DSG2	0.00190441696508561	2.78291997186827	0.896343491097632	0.0129310344827586	0.0129310344827586	6	6	0
NCKAP1L	0.00190642098694459	3.40615596080286	1.097189906242	0.0150862068965517	0.0150862068965517	6	6	0
PRR14L	0.00190958678071795	1.85687103747011	0.598229318005412	0.0344827586206897	0.0344827586206897	15	15	0
OR2M3	0.00190962293877956	2.64494058318523	0.852123720570337	0.0237068965517241	0.0237068965517241	7	7	0
SSPO	0.00191879836848589	1.25856816990787	0.405659819640417	0.109913793103448	0.109913793103448	46	46	0
KIAA1462	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	6	6	0
OR5L2	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	6	6	0
KRT8	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	5	5	0
TPP2	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
TMEM63C	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	6	6	0
C4BPA	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
TP53BP2	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
PEX5L	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
CSN1S1	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	6	6	0
F11	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
PCDHAC1	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
NCR3	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
CFB	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	5	5	0
ADAMDEC1	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	6	6	0
CLCN5	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
AKAP4	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
CPXCR1	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	7	7	0
SHPK	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	3	3	0
CD1C	0.00192083734200659	8.30480381545618	2.67706326640483	0.0150862068965517	0.0150862068965517	4	4	0
ATG16L1	0.00192083734200659	2.5545713525451	0.82346907660611	0.0150862068965517	0.0150862068965517	5	5	0
ABL1	0.00192150931940852	2.27973387537435	0.734899420788087	0.0172413793103448	0.0172413793103448	6	6	0
PLEKHA4	0.00193521371513914	1.7911269388972	0.57778309143583	0.0237068965517241	0.0237068965517241	11	11	0
CYP2B6	0.0019403435271788	1.81780842507629	0.586538397522798	0.0237068965517241	0.0237068965517241	11	11	0
BCL9	0.00195853154765136	1.74600943925684	0.563874651994073	0.0237068965517241	0.0237068965517241	10	10	0
CDH5	0.00198053338259371	2.09690483845042	0.677921962283716	0.0280172413793103	0.0280172413793103	11	11	0
PIP5K1B	0.0020011807676718	4.34016953809623	1.40455969524028	0.0129310344827586	0.0129310344827586	5	5	0
HEPH	0.0020109371002457	1.67237410311045	0.541464569770571	0.0323275862068966	0.0323275862068966	15	15	0
MME	0.00201261852964809	1.60163183312358	0.518602043637842	0.0366379310344828	0.0366379310344828	16	16	0
APBB1	0.0020155604928828	2.26089147668536	0.732170610419584	0.0172413793103448	0.0172413793103448	7	7	0
CALN1	0.00203451353566719	7.36792227909251	2.38819139543276	0.0107758620689655	0.0107758620689655	5	5	0
FAM46D	0.00203711619997763	5.50532070103246	1.78467954455563	0.0129310344827586	0.0129310344827586	3	3	0
CNTN3	0.00204943629474182	2.85070781695832	0.924661895251842	0.0280172413793103	0.0280172413793103	12	12	0
OTOGL	0.00206268721050425	1.5259814344931	0.495278909734421	0.040948275862069	0.040948275862069	19	19	0
UNC79	0.00206653906403827	1.87868756393568	0.609864648209405	0.0452586206896552	0.0452586206896552	21	21	0
TRPM6	0.00206735239813344	2.18047196332915	0.707857644818103	0.0538793103448276	0.0538793103448276	21	21	0
SHROOM3	0.0020736746514155	2.17214290769658	0.705361992550382	0.0452586206896552	0.0452586206896552	20	20	0
CDH19	0.00207874979063027	2.47047150524742	0.802428270295554	0.0237068965517241	0.0237068965517241	9	9	0
ADAMTS20	0.00209159487201247	1.0850809457527	0.352652976971402	0.0538793103448276	0.0538793103448276	25	25	0
IGSF9B	0.00211673094199701	3.65626211504568	1.18966833778097	0.0107758620689655	0.0107758620689655	5	5	0
PDCD1	0.00211673094199701	3.65626211504568	1.18966833778097	0.0107758620689655	0.0107758620689655	4	4	0
ICK	0.00212032024432808	2.59319964801124	0.843909709594509	0.0150862068965517	0.0150862068965517	7	7	0
SLC17A4	0.00213362320775242	2.4314308006864	0.791746024591624	0.0129310344827586	0.0129310344827586	5	5	0
COL5A2	0.00217455023832237	2.28987108212433	0.747031101950864	0.0193965517241379	0.0193965517241379	7	7	0
TJP2	0.00217489704211639	2.59797120461329	0.847556660510106	0.0150862068965517	0.0150862068965517	7	7	0
ALX1	0.00218899338789617	2.43165609639587	0.793798846987729	0.0129310344827586	0.0129310344827586	5	5	0
DPPA4	0.00218899338789617	2.43165609639587	0.793798846987729	0.0129310344827586	0.0129310344827586	4	4	0
IMPG2	0.0021957698471554	2.0585517394367	0.672204251179624	0.0323275862068966	0.0323275862068966	12	12	0
SHANK2	0.00219809332731399	1.57921873226375	0.515735051638382	0.0495689655172414	0.0495689655172414	22	22	0
UBR5	0.00220281143724678	2.29922007411448	0.751027688859793	0.0258620689655172	0.0258620689655172	12	12	0
FAM186A	0.00220301881496718	2.47169187986801	0.807372095429479	0.0258620689655172	0.0258620689655172	12	12	0
SCNN1G	0.00220877530172806	2.10585160975605	0.688046874433796	0.0172413793103448	0.0172413793103448	3	3	0
TAF2	0.00220877530172806	2.10585160975605	0.688046874433796	0.0172413793103448	0.0172413793103448	7	7	0
AR	0.00220877530172806	2.10585160975605	0.688046874433796	0.0172413793103448	0.0172413793103448	8	8	0
ZNF831	0.00221470352466443	2.63800612369586	0.862144332977879	0.0344827586206897	0.0344827586206897	15	15	0
LTBP3	0.00223447700555165	2.2856688748154	0.747645400426242	0.0193965517241379	0.0193965517241379	8	8	0
SLCO1A2	0.00224203560447661	3.24234237191029	1.06092592059127	0.0172413793103448	0.0172413793103448	8	8	0
CACNA1D	0.00225603736045742	2.85968097494479	0.936287395745975	0.021551724137931	0.021551724137931	9	9	0
WDFY3	0.00228625584356039	1.68113782767876	0.551141534155256	0.0301724137931034	0.0301724137931034	13	13	0
DYSF	0.00230780370888331	1.64567322106551	0.540013814974062	0.0495689655172414	0.0495689655172414	22	22	0
FNDC1	0.00231047298626156	1.74982969021204	0.574257354338034	0.0301724137931034	0.0301724137931034	13	13	0
PTCHD1	0.00231079135086474	2.30222210548021	0.755551212658733	0.0193965517241379	0.0193965517241379	9	9	0
COL3A1	0.00232449730076796	2.60518005890649	0.855476182665649	0.0150862068965517	0.0150862068965517	7	7	0
PTPRT	0.0023381226485944	2.26011388711126	0.742593756175413	0.021551724137931	0.021551724137931	9	9	0
OR51A7	0.00237693989783152	3.29036062644772	1.08286037836993	0.0193965517241379	0.0193965517241379	6	6	0
ABCD4	0.00238488646868252	2.60639362822026	0.858050289455253	0.0150862068965517	0.0150862068965517	7	7	0
DAB2	0.00238488646868252	2.60639362822026	0.858050289455253	0.0150862068965517	0.0150862068965517	6	6	0
LRRC8B	0.00238574184195603	3.82360154177864	1.25881183523897	0.0193965517241379	0.0193965517241379	8	8	0
ZNF101	0.00239373759925147	2.28597325860013	0.752841518442166	0.0172413793103448	0.0172413793103448	7	7	0
AGL	0.00240284959902034	1.70640487531606	0.562183872252639	0.0280172413793103	0.0280172413793103	13	13	0
TTLL2	0.00241016326337032	1.91411861218801	0.630806730186993	0.021551724137931	0.021551724137931	7	7	0
SLCO5A1	0.00241016326337032	1.91411861218801	0.630806730186993	0.021551724137931	0.021551724137931	9	9	0
NAALADL2	0.00243163568758345	2.30129895525532	0.759073376293915	0.0172413793103448	0.0172413793103448	8	8	0
GREB1	0.00243288544810953	1.54386735127793	0.509263936927174	0.0452586206896552	0.0452586206896552	20	20	0
GAREM	0.00243572479738192	2.11696721818	0.698389212470088	0.0258620689655172	0.0258620689655172	11	11	0
BLM.Complex	0.00247283773423338	1.56366947953863	0.516634497351183	0.0323275862068966	0.0323275862068966	14	14	0
KIAA0226L	0.00248962365370826	2.11654720508049	0.699777618727094	0.0172413793103448	0.0172413793103448	8	8	0
GPR98	0.00249029349502387	1.31713343282994	0.43548534760002	0.105603448275862	0.105603448275862	45	45	0
KALRN	0.00249848652320994	1.75864717176067	0.581654644961275	0.0431034482758621	0.0431034482758621	19	19	0
ADAM30	0.00254273348110053	2.19782105956445	0.728187129874038	0.0150862068965517	0.0150862068965517	7	7	0
CSHL1	0.00259316572781149	2.19738066953737	0.729480837019799	0.0193965517241379	0.0193965517241379	7	7	0
OR2L3	0.00259316572781149	2.19738066953737	0.729480837019799	0.0193965517241379	0.0193965517241379	4	4	0
CDH8	0.00259316572781149	2.19738066953737	0.729480837019799	0.0193965517241379	0.0193965517241379	8	8	0
YY1AP1	0.00259316572781149	2.19738066953737	0.729480837019799	0.0193965517241379	0.0193965517241379	7	7	0
CPNE4	0.00260011031395186	2.47020573885341	0.820273696066025	0.0129310344827586	0.0129310344827586	5	5	0
KCNH7	0.00260560632671881	2.3882983215067	0.793243830329595	0.0237068965517241	0.0237068965517241	11	11	0
ACSS3	0.00260934712114612	2.97236551914184	0.987377422913334	0.0129310344827586	0.0129310344827586	5	5	0
AMER3	0.00269617098663273	3.61169488006462	1.20373409145442	0.0172413793103448	0.0172413793103448	7	7	0
WNK4	0.00271083098328777	1.86058318018321	0.620451392232559	0.0344827586206897	0.0344827586206897	15	15	0
NLGN4X	0.00272058474797669	2.57072255270547	0.857575615719059	0.0193965517241379	0.0193965517241379	9	9	0
SPATA31D1	0.0027266028569354	1.77259723097502	0.591459313029309	0.0495689655172414	0.0495689655172414	21	21	0
RGAG1	0.00273151066211969	1.29346601497836	0.431667435943727	0.0344827586206897	0.0344827586206897	13	13	0
UBE4B	0.00273666516517218	2.98230144110936	0.995472186395344	0.0129310344827586	0.0129310344827586	6	6	0
TAOK2	0.0027422888497008	2.11550992151055	0.706290597137933	0.0172413793103448	0.0172413793103448	6	6	0
PLEKHA5	0.00274531806819333	2.78938637961661	0.931377759003413	0.0172413793103448	0.0172413793103448	8	8	0
COLEC12	0.00277794288353725	4.11877207807699	1.37691802146872	0.0107758620689655	0.0107758620689655	4	4	0
HCN2	0.00277794288353725	4.11877207807699	1.37691802146872	0.0107758620689655	0.0107758620689655	4	4	0
CFTR	0.00278000986356429	2.17987760266186	0.728795041387181	0.0193965517241379	0.0193965517241379	8	8	0
PRKCG	0.00278584438141511	1.71666625298453	0.574053201895183	0.0366379310344828	0.0366379310344828	14	14	0
ABCC3	0.00279997514527039	2.66486854018538	0.891592871040627	0.0150862068965517	0.0150862068965517	7	7	0
DAGLA	0.00281138481883835	2.82882492881109	0.946841939830208	0.0237068965517241	0.0237068965517241	11	11	0
ANKS1B	0.00282209354160085	1.86718843595255	0.625213788312528	0.0280172413793103	0.0280172413793103	13	13	0
OR14J1	0.00284039812355747	3.61777945933703	1.2121884202192	0.0107758620689655	0.0107758620689655	3	3	0
FBXO18	0.00287238164624509	2.66661356076069	0.894513992984371	0.0150862068965517	0.0150862068965517	6	6	0
ASPH	0.00291110082913171	1.97319462248641	0.662819221913173	0.0237068965517241	0.0237068965517241	9	9	0
KIAA1429	0.00291110082913171	1.97319462248641	0.662819221913173	0.0237068965517241	0.0237068965517241	9	9	0
SPECC1	0.00294129741499542	2.77001440250297	0.93147071716529	0.0129310344827586	0.0129310344827586	6	6	0
SPOCK3	0.00294129741499543	2.77001440250296	0.93147071716529	0.0129310344827586	0.0129310344827586	5	5	0
TTC22	0.00294666014833497	2.66838499908372	0.897464580795389	0.0150862068965517	0.0150862068965517	5	5	0
CHRDL1	0.00294666014833497	2.66838499908372	0.897464580795389	0.0150862068965517	0.0150862068965517	6	6	0
HAO1	0.00295153539221695	2.30985619017801	0.777012294896164	0.0172413793103448	0.0172413793103448	6	6	0
FMN1	0.00295237828556376	1.82069871821827	0.612482719969938	0.0280172413793103	0.0280172413793103	10	10	0
MARCH11	0.00295544260682571	2.00293343245745	0.673858633935777	0.0172413793103448	0.0172413793103448	6	6	0
ARAP1	0.00297284129182255	1.8693907396297	0.629311699973374	0.0237068965517241	0.0237068965517241	10	10	0
CADPS2	0.00298405625466348	2.4338248084714	0.819641955415507	0.0301724137931034	0.0301724137931034	9	9	0
LPHN2	0.00301016380803524	2.1541224697913	0.726101006183406	0.0150862068965517	0.0150862068965517	7	7	0
NLRC5	0.00301459871786527	1.87283146383319	0.631381166897559	0.0237068965517241	0.0237068965517241	11	11	0
CEP350	0.00301686187041881	1.73676176363679	0.585554020982184	0.0431034482758621	0.0431034482758621	17	17	0
TDRD6	0.00305012144326349	2.42976602654946	0.820135170599194	0.0323275862068966	0.0323275862068966	15	15	0
CCDC108	0.0030509535862568	1.6320833609397	0.550903623186255	0.0517241379310345	0.0517241379310345	21	21	0
IKBKAP	0.00309267302141335	1.92958546108584	0.652245418439607	0.0280172413793103	0.0280172413793103	12	12	0
LAMC3	0.00311471052769307	2.30015058369632	0.778080950987597	0.0387931034482759	0.0387931034482759	18	18	0
ZNF625	0.0031150627483867	3.59967099535135	1.21768917798005	0.0107758620689655	0.0107758620689655	5	5	0
TOPAZ1	0.00315957114515462	2.51543764595177	0.85217911911204	0.0129310344827586	0.0129310344827586	6	6	0
AIFM1	0.00315957114515462	2.51543764595177	0.85217911911204	0.0129310344827586	0.0129310344827586	5	5	0
MDGA2	0.00319477983182942	1.83267197227366	0.621592987235414	0.0495689655172414	0.0495689655172414	21	21	0
RPL11	0.00319894874777354	1.59506875296297	0.541078352710335	0.0172413793103448	0.0172413793103448	6	6	0
GALNTL6	0.00319894874777354	4.58776264996785	1.55625834476379	0.00862068965517241	0.00862068965517241	2	2	0
SKIDA1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
PBLD	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
TTC18	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
BTAF1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
LOXL4	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
CTSD	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
NCR3LG1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GAS2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	1	1	0
MS4A7	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
NOX4	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
RERG	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
LMO3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
ASB8	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
GALNT6	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
MDM1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
MYF6	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
LIN7A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
CMKLR1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
TESC	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
RIMBP2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
BEGAIN	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
SLC28A2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
FAH	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ARNT2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
TMC7	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
LAT	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
NFATC3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
NLGN2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GAS7	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
CWC25	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
STAT5A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ERN1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
SH2D3A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
OR7E24	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
TULP2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
ZNF473	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
ZNF480	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ZNF547	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
EIF4G3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ZMPSTE24	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
RPE65	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
WDR63	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
NTNG1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
THEM5	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
DCAF8	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
LMX1A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
TMCO1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	1	1	0
GORAB	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
SLC9C2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
IVNS1ABP	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
KISS1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
SRGAP2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
EIF2D	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
KCNK2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GPATCH2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
PSEN2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
MYLK2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
IGLV2-18	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
MIR650	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	1	1	0
RFPL3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
A4GALT	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
ALMS1P	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	1	1	0
IGKV3D-11	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
ARL6IP6	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
SLC40A1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
TMEM169	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
SLC23A3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ALPI	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
SPP2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
ARIH2OS	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
ALAS1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
OR5K1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ATP6V1A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GPR156	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
FDCSP	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
MCCC2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
MSH3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
PPP2R2B	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
SH3PXD2B	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
DRD1	0.00319894874777355	11.2988780944228	3.83279926677059	0.00862068965517241	0.00862068965517241	4	4	0
WRNIP1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
MEP1A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
NXPH1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
OGDH	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
TBL2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
RUNDC3B	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ERVW-1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
LHFPL3	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
OR2A25	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
OR2A12	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
FAM167A	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
CALB1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
LOC286094	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
LRRC19	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
EPB41L4B	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GPR144	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GOLGA1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GPR143	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
GRPR	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
TXLNG	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	1	1	0
MAGEB4	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
CXorf21	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
LPAR4	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	2	2	0
PABPC5	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
HTR2C	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	3	3	0
LRCH2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
FMR1	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
CTAG2	0.00319894874777355	3.19013750592594	1.08215670542067	0.00862068965517241	0.00862068965517241	4	4	0
ZIM3	0.00319894874777355	4.58776264996785	1.55625834476379	0.00862068965517241	0.00862068965517241	3	3	0
FILIP1	0.00319894874777355	4.58776264996785	1.55625834476379	0.00862068965517241	0.00862068965517241	3	3	0
KL	0.00319901971896231	2.33916417881791	0.793491843455234	0.0193965517241379	0.0193965517241379	8	8	0
NLRC4	0.00320408177431597	4.63436274502256	1.57233038539342	0.00862068965517241	0.00862068965517241	4	4	0
USP9Y	0.00320408177431597	4.63436274502256	1.57233038539342	0.00862068965517241	0.00862068965517241	4	4	0
MS4A8	0.00320430439904592	4.73367657093438	1.60603693831209	0.00862068965517241	0.00862068965517241	4	4	0
TOX	0.00320430439904592	4.73367657093438	1.60603693831209	0.00862068965517241	0.00862068965517241	4	4	0
CFHR3	0.00320593997476588	4.68295731230479	1.58891401831092	0.00862068965517241	0.00862068965517241	2	2	0
OR11A1	0.00320593997476589	4.68295731230479	1.58891401831092	0.00862068965517241	0.00862068965517241	4	4	0
PLCL1	0.0032384222597469	3.19198804489363	1.0841795560872	0.0172413793103448	0.0172413793103448	7	7	0
